situationFamiliale,age,sexe,taux,nbEnfantsAcharge,puissance,nbPlaces,nbPortes
Célibataire,49,1,179,1,58,5,3
En Couple,19,1,503,1,75,5,5
Célibataire,27,1,1179,1,75,5,5
En Couple,19,1,495,1,272,5,5
En Couple,33,1,404,1,147,5,5
En Couple,49,1,426,1,75,5,5
En Couple,20,1,407,1,245,5,5
En Couple,20,1,214,1,200,5,5
En Couple,59,1,192,1,102,5,5
Seule,71,1,1215,1,150,5,5
Célibataire,24,1,450,1,150,5,5
Célibataire,23,1,215,1,150,5,5
En Couple,49,1,448,1,75,5,5
En Couple,20,1,544,1,125,5,5
En Couple,28,1,479,1,55,5,3
En Couple,33,1,546,1,75,5,5
En Couple,45,1,967,1,507,5,5
En Couple,58,1,536,1,125,5,5
En Couple,41,1,534,1,170,5,5
En Couple,23,1,512,1,170,5,5
Célibataire,26,1,1140,1,75,5,5
En Couple,18,1,195,1,55,5,3
En Couple,20,1,1135,1,507,5,5
En Couple,18,1,169,1,193,5,5
En Couple,28,1,1118,1,75,5,5
Célibataire,42,1,591,1,135,5,5
En Couple,83,1,219,1,245,5,5
Célibataire,53,1,537,1,150,5,5
Célibataire,53,1,203,1,150,5,5
En Couple,48,1,539,1,147,5,5
En Couple,52,1,576,1,507,5,5
En Couple,28,1,150,1,147,5,5
Seule,59,1,224,1,102,5,5
Célibataire,23,1,405,1,75,5,5
Célibataire,25,1,1162,1,75,5,5
En Couple,67,1,424,1,306,5,5
Célibataire,52,1,564,1,75,5,5
Célibataire,78,1,520,1,136,5,5
En Couple,27,1,1177,1,75,5,5
Célibataire,31,1,494,1,75,5,5
Célibataire,28,1,1321,1,75,5,5
Célibataire,49,1,238,1,75,5,5
En Couple,38,1,1315,1,507,5,5
En Couple,28,1,1223,1,197,5,5
En Couple,50,1,1119,1,507,5,5
Célibataire,59,1,417,1,75,5,5
En Couple,40,1,226,1,272,5,5
Célibataire,50,1,1135,1,75,5,5
En Couple,41,1,1271,1,197,5,5
Célibataire,23,1,1234,1,75,5,5
En Couple,49,1,741,1,75,5,5
En Couple,42,1,991,1,197,5,5
Célibataire,62,1,932,1,136,5,5
En Couple,22,1,744,1,197,5,5
En Couple,83,1,509,1,150,5,5
Célibataire,72,1,745,1,75,5,5
En Couple,32,1,1306,1,197,5,5
En Couple,41,1,1075,1,507,5,5
En Couple,19,1,514,1,147,5,5
Célibataire,40,1,425,1,55,5,3
En Couple,70,1,1269,1,306,5,5
En Couple,36,1,447,1,245,5,5
En Couple,48,1,891,1,507,5,5
Célibataire,34,1,1,1,75,5,5
En Couple,41,1,590,1,75,5,5
En Couple,54,1,176,1,200,5,5
Célibataire,44,1,211,1,55,5,3
En Couple,68,1,573,1,75,5,5
Célibataire,32,1,1206,1,75,5,5
Célibataire,50,1,153,1,55,5,3
En Couple,24,1,440,1,507,5,5
En Couple,74,1,475,1,306,5,5
En Couple,59,1,997,1,197,5,5
Célibataire,65,1,578,1,75,5,5
Seule,35,1,509,1,197,5,5
Célibataire,51,1,500,1,75,5,5
Célibataire,23,1,493,1,150,5,5
En Couple,72,1,1199,1,306,5,5
Seule,40,1,221,1,272,5,5
En Couple,33,1,1049,1,507,5,5
Célibataire,69,1,530,1,55,5,3
En Couple,25,1,196,1,75,5,5
En Couple,35,1,447,1,507,5,5
En Couple,55,1,1333,1,197,5,5
Célibataire,52,1,165,1,90,5,5
Seule,29,1,572,1,507,5,5
En Couple,47,1,1184,1,197,5,5
Célibataire,56,1,516,1,55,5,3
Célibataire,38,1,928,1,75,5,5
En Couple,80,1,557,1,306,5,5
En Couple,39,1,900,1,507,5,5
En Couple,55,1,564,1,272,5,5
Seul,45,1,210,1,65,5,5
Célibataire,33,1,451,1,55,5,3
En Couple,18,1,1367,1,507,5,5
En Couple,79,1,151,1,125,5,5
Célibataire,54,1,595,1,75,5,5
Seule,43,1,533,1,125,5,5
Célibataire,77,1,1365,1,115,5,5
Seule,40,1,428,1,147,5,5
En Couple,42,1,414,1,125,5,5
Seule,58,1,562,1,197,5,5
En Couple,23,1,557,1,507,5,5
Célibataire,26,1,1094,1,75,5,5
En Couple,53,1,1395,1,197,5,5
En Couple,61,1,474,1,306,5,5
En Couple,59,1,566,1,245,5,5
En Couple,63,1,485,1,306,5,5
En Couple,20,1,576,1,75,5,5
Célibataire,80,1,1067,1,136,5,5
En Couple,19,1,534,1,75,5,5
Célibataire,47,1,524,1,75,5,5
Célibataire,42,1,547,1,75,5,5
En Couple,40,1,759,1,197,5,5
En Couple,34,1,1070,1,115,5,5
Célibataire,32,1,239,1,150,5,5
Célibataire,60,1,475,1,150,5,5
En Couple,57,1,1156,1,197,5,5
En Couple,63,1,507,1,150,5,5
En Couple,30,1,563,1,245,5,5
Célibataire,29,1,447,1,150,5,5
En Couple,84,1,233,1,200,5,5
Célibataire,49,1,229,1,150,5,5
Célibataire,71,1,719,1,75,5,5
Célibataire,79,1,996,1,136,5,5
En Couple,56,1,512,1,125,5,5
Seule,51,1,1399,1,197,5,5
En Couple,57,1,186,1,102,5,5
En Couple,36,1,191,1,200,5,5
En Couple,31,1,176,1,245,5,5
En Couple,24,1,1183,1,507,5,5
En Couple,20,1,492,1,245,5,5
En Couple,44,1,438,1,170,5,5
En Couple,44,1,197,1,125,5,5
Célibataire,45,1,571,1,75,5,5
Célibataire,52,1,552,1,135,5,5
En Couple,51,1,567,1,197,5,5
Célibataire,43,1,483,1,75,5,5
Célibataire,64,1,214,1,110,5,5
En Couple,19,1,448,1,245,5,5
En Couple,50,1,1119,1,507,5,5
Seule,70,1,501,1,150,5,5
Célibataire,55,1,428,1,75,5,5
Célibataire,52,1,510,1,135,5,5
En Couple,39,1,539,1,125,5,5
Célibataire,49,1,1290,1,150,5,5
Célibataire,19,1,164,1,65,5,5
En Couple,23,1,1082,1,197,5,5
Célibataire,19,1,526,1,150,5,5
En Couple,49,1,510,1,245,5,5
Célibataire,31,1,520,1,55,5,3
En Couple,41,1,481,1,170,5,5
Célibataire,26,1,508,1,135,5,5
Célibataire,27,1,436,1,75,5,5
Célibataire,65,1,1283,1,136,5,5
Célibataire,20,1,461,1,55,5,3
En Couple,81,1,486,1,150,5,5
En Couple,55,1,573,1,147,5,5
En Couple,23,1,403,1,147,5,5
En Couple,59,1,545,1,125,5,5
Célibataire,32,1,168,1,135,5,5
En Couple,22,1,236,1,200,5,5
En Couple,26,1,170,1,170,5,5
En Couple,32,1,1044,1,507,5,5
En Couple,67,1,942,1,75,5,5
En Couple,28,1,192,1,245,5,5
En Couple,18,1,560,1,55,5,3
Célibataire,28,1,1269,1,75,5,5
En Couple,27,1,160,1,200,5,5
Célibataire,71,1,455,1,75,5,5
En Couple,27,1,210,1,170,5,5
Célibataire,30,1,524,1,55,5,3
Célibataire,71,1,433,1,75,5,5
En Couple,26,1,1328,1,507,5,5
En Couple,38,1,514,1,245,5,5
En Couple,23,1,232,1,109,5,5
En Couple,84,1,557,1,55,5,3
En Couple,25,1,171,1,102,5,5
En Couple,49,1,1175,1,507,5,5
En Couple,33,1,544,1,125,5,5
En Couple,55,1,1014,1,507,5,5
Seule,49,1,185,1,109,5,5
En Couple,62,1,1153,1,306,5,5
Célibataire,26,1,709,1,75,5,5
En Couple,47,1,421,1,245,5,5
Seule,36,1,425,1,147,5,5
En Couple,24,1,567,1,75,5,5
En Couple,71,1,1115,1,306,5,5
Célibataire,76,1,933,1,75,5,5
En Couple,37,1,1355,1,507,5,5
En Couple,26,1,556,1,115,5,5
En Couple,26,1,556,1,245,5,5
Seule,73,1,514,1,306,5,5
Célibataire,19,1,1011,1,75,5,5
En Couple,38,1,1307,1,197,5,5
En Couple,71,1,507,1,150,5,5
En Couple,41,1,513,1,245,5,5
En Couple,78,1,243,1,75,5,5
En Couple,62,1,1147,1,306,5,5
En Couple,18,1,400,1,272,5,5
Célibataire,35,1,151,1,75,5,5
Seule,48,1,587,1,125,5,5
En Couple,18,1,244,1,75,5,5
Célibataire,21,1,531,1,75,5,5
Célibataire,24,1,501,1,150,5,5
En Couple,66,1,1194,1,150,5,5
Seule,67,1,472,1,150,5,5
Célibataire,51,1,1209,1,75,5,5
En Couple,55,1,449,1,147,5,5
Célibataire,59,1,170,1,55,5,3
Célibataire,19,1,426,1,90,5,3
En Couple,28,1,158,1,147,5,5
En Couple,70,1,730,1,150,5,5
En Couple,61,1,580,1,75,5,5
En Couple,24,1,534,1,272,5,5
Célibataire,33,1,408,1,55,5,3
En Couple,25,1,570,1,147,5,5
En Couple,69,1,1128,1,306,5,5
En Couple,38,1,418,1,147,5,5
En Couple,54,1,911,1,197,5,5
En Couple,77,1,509,1,75,5,5
Célibataire,69,1,754,1,115,5,5
En Couple,57,1,535,1,245,5,5
En Couple,55,1,725,1,197,5,5
En Couple,60,1,500,1,75,5,5
Célibataire,28,1,444,1,55,5,3
Seule,61,1,1269,1,150,5,5
En Couple,24,1,205,1,245,5,5
En Couple,53,1,1110,1,75,5,5
En Couple,30,1,880,1,197,5,5
En Couple,28,1,570,1,272,5,5
En Couple,63,1,863,1,306,5,5
En Couple,40,1,1196,1,197,5,5
En Couple,19,1,576,1,75,5,5
Célibataire,46,0,747,1,75,5,5
Célibataire,39,1,1332,1,75,5,5
En Couple,63,1,1296,1,306,5,5
En Couple,71,1,859,1,150,5,5
En Couple,44,1,533,1,75,5,5
Seule,34,1,191,1,193,5,5
En Couple,50,1,404,1,507,5,5
En Couple,63,1,455,1,306,5,5
Seule,30,1,577,1,245,5,5
En Couple,58,1,511,1,245,5,5
En Couple,23,1,417,1,55,5,3
En Couple,47,1,582,1,197,5,5
Célibataire,39,1,403,1,75,5,5
Célibataire,52,1,413,1,115,5,5
En Couple,26,1,235,1,245,5,5
Célibataire,50,1,1270,1,75,5,5
En Couple,19,1,557,1,507,5,5
En Couple,26,1,866,1,507,5,5
Seule,23,1,527,1,245,5,5
Célibataire,27,1,426,1,150,5,5
Célibataire,20,1,511,1,55,5,3
En Couple,44,1,599,1,272,5,5
Célibataire,51,1,1291,1,75,5,5
En Couple,36,1,522,1,272,5,5
Célibataire,28,1,463,1,75,5,5
Célibataire,27,1,501,1,75,5,5
En Couple,36,1,198,1,125,5,5
En Couple,51,1,1063,1,197,5,5
En Couple,23,1,524,1,272,5,5
Célibataire,20,1,462,1,75,5,5
Célibataire,40,1,414,1,55,5,3
En Couple,51,1,971,1,75,5,5
En Couple,79,1,521,1,150,5,5
En Couple,41,1,232,1,109,5,5
En Couple,52,1,156,1,272,5,5
Seule,51,1,212,1,200,5,5
En Couple,27,1,891,1,197,5,5
En Couple,19,1,709,1,507,5,5
Célibataire,42,1,1291,1,75,5,5
En Couple,18,1,538,1,272,5,5
En Couple,46,1,196,1,65,5,5
En Couple,18,1,1216,1,197,5,5
Seule,54,1,1121,1,197,5,5
En Couple,35,1,1229,1,507,5,5
En Couple,65,1,594,1,150,5,5
Célibataire,41,1,1232,1,75,5,5
En Couple,34,1,169,1,193,5,5
En Couple,22,1,436,1,245,5,5
Célibataire,41,1,413,1,135,5,5
Célibataire,35,1,563,1,75,5,5
Célibataire,47,1,1309,1,75,5,5
En Couple,26,1,598,1,125,5,5
En Couple,40,1,571,1,507,5,5
En Couple,18,1,200,1,245,5,5
Célibataire,76,1,435,1,55,5,3
En Couple,28,1,184,1,109,5,5
En Couple,32,1,456,1,125,5,5
Célibataire,23,1,918,1,115,5,5
Seule,64,1,239,1,102,5,5
Célibataire,36,1,224,1,75,5,5
En Couple,43,1,728,1,197,5,5
En Couple,31,1,1378,1,197,5,5
En Couple,19,1,488,1,272,5,5
En Couple,31,1,195,1,245,5,5
Célibataire,27,1,1262,1,75,5,5
En Couple,25,1,245,1,170,5,5
En Couple,49,1,230,1,245,5,5
En Couple,21,1,410,1,272,5,5
En Couple,65,1,1228,1,150,5,5
En Couple,41,1,763,1,507,5,5
En Couple,41,1,235,1,200,5,5
En Couple,67,1,1395,1,306,5,5
En Couple,29,1,195,1,245,5,5
Célibataire,25,1,946,1,75,5,5
En Couple,38,1,1229,1,197,5,5
Seule,62,1,501,1,150,5,5
En Couple,25,1,580,1,197,5,5
Célibataire,26,1,599,1,150,5,5
Seule,75,1,761,1,150,5,5
1,41,1,985,1,507,5,5
Seule,43,1,182,1,75,5,5
Seule,43,1,182,1,170,5,5
En Couple,63,1,180,1,272,5,5
En Couple,71,1,224,1,109,5,5
En Couple,21,1,1031,1,507,5,5
Célibataire,31,1,538,1,55,5,3
Célibataire,26,1,203,1,90,5,5
Célibataire,53,1,570,1,75,5,5
Seule,23,0,501,1,170,5,5
En Couple,20,1,552,1,272,5,5
Célibataire,20,1,181,1,135,5,5
En Couple,43,1,948,1,75,5,5
Célibataire,58,1,1244,1,115,5,5
Célibataire,57,1,857,1,75,5,5
En Couple,22,1,177,1,245,5,5
Seule,75,1,464,1,150,5,5
Seule,40,1,158,1,102,5,5
En Couple,18,1,1089,1,507,5,5
Célibataire,79,1,1321,1,75,5,5
En Couple,19,1,909,1,507,5,5
En Couple,30,1,190,1,75,5,5
En Couple,31,1,598,1,125,5,5
En Couple,37,1,975,1,197,5,5
En Couple,84,1,559,1,306,5,5
En Couple,45,1,458,1,245,5,5
Célibataire,67,1,410,1,136,5,5
En Couple,77,1,205,1,245,5,5
Seule,19,1,962,1,197,5,5
En Couple,22,1,240,1,170,5,5
Célibataire,71,1,553,1,75,5,5
Célibataire,27,1,561,1,55,5,3
Célibataire,62,1,1361,1,136,5,5
Célibataire,54,1,830,1,75,5,5
En Couple,41,1,400,1,147,5,5
En Couple,29,1,1324,1,507,5,5
En Couple,42,1,488,1,507,5,5
Célibataire,24,1,763,1,75,5,5
En Couple,78,1,193,1,245,5,5
Marié(e),55,1,570,1,507,5,5
Célibataire,37,1,567,1,55,5,3
En Couple,22,1,416,1,272,5,5
En Couple,24,1,445,1,507,5,5
En Couple,21,1,438,1,75,5,5
En Couple,42,1,535,1,75,5,5
En Couple,42,1,535,1,272,5,5
En Couple,26,1,1358,1,197,5,5
En Couple,35,1,1230,1,507,5,5
En Couple,62,1,496,1,150,5,5
En Couple,40,1,567,1,75,5,5
Célibataire,45,1,574,1,150,5,5
Célibataire,28,1,203,1,75,5,5
En Couple,54,1,438,1,272,5,5
Célibataire,43,1,582,1,150,5,5
En Couple,51,1,480,1,245,5,5
En Couple,26,1,586,1,507,5,5
En Couple,31,1,206,1,200,5,5
En Couple,51,1,178,1,200,5,5
En Couple,56,1,521,1,75,5,5
Marié(e),41,1,225,1,102,5,5
En Couple,45,1,498,1,245,5,5
1,18,1,193,1,147,5,5
En Couple,78,1,430,1,75,5,5
En Couple,61,1,886,1,150,5,5
Célibataire,38,1,1334,1,75,5,5
En Couple,53,1,483,1,170,5,5
En Couple,41,1,174,1,245,5,5
Seule,23,1,529,1,272,5,5
En Couple,36,1,173,1,200,5,5
En Couple,41,1,594,1,197,5,5
En Couple,24,1,1365,1,197,5,5
Célibataire,38,1,429,1,150,5,5
En Couple,27,1,517,1,245,5,5
Célibataire,53,0,885,1,75,5,5
En Couple,39,1,490,1,75,5,5
Célibataire,69,1,224,1,90,5,5
En Couple,24,1,1123,1,507,5,5
Célibataire,32,1,441,1,115,5,5
En Couple,34,0,411,1,147,5,5
Célibataire,18,1,502,1,75,5,5
En Couple,18,1,574,1,245,5,5
En Couple,25,1,1017,1,507,5,5
En Couple,48,1,423,1,125,5,5
En Couple,27,1,401,1,245,5,5
En Couple,25,1,1206,1,115,5,5
Célibataire,80,1,506,1,136,5,5
En Couple,69,1,496,1,150,5,5
Célibataire,53,1,752,1,75,5,5
En Couple,62,1,525,1,150,5,5
Célibataire,23,1,1015,1,75,5,5
En Couple,27,1,197,1,193,5,5
En Couple,66,1,1024,1,75,5,5
Célibataire,45,1,474,1,75,5,5
En Couple,47,1,1225,1,197,5,5
En Couple,23,1,537,1,507,5,5
En Couple,39,1,427,1,507,5,5
En Couple,24,1,467,1,147,5,5
Célibataire,31,1,237,1,90,5,5
Célibataire,50,1,430,1,75,5,5
Célibataire,73,1,560,1,75,5,5
En Couple,59,1,919,1,507,5,5
En Couple,20,1,719,1,197,5,5
En Couple,47,1,1074,1,507,5,5
Célibataire,28,1,439,1,55,5,3
En Couple,58,1,152,1,193,5,5
Célibataire,73,1,552,1,75,5,5
En Couple,65,1,554,1,306,5,5
En Couple,25,1,203,1,109,5,5
Célibataire,26,1,776,1,75,5,5
En Couple,71,1,531,1,150,5,5
En Couple,24,1,422,1,75,5,5
Célibataire,45,1,576,1,75,5,5
Célibataire,76,1,231,1,55,5,3
En Couple,19,1,473,1,507,5,5
Célibataire,46,1,175,1,150,5,5
En Couple,45,1,517,1,170,5,5
En Couple,38,1,232,1,245,5,5
En Couple,28,1,519,1,245,5,5
En Couple,29,1,438,1,245,5,5
En Couple,49,1,155,1,102,5,5
Célibataire,74,1,477,1,55,5,3
En Couple,19,1,856,1,197,5,5
En Couple,27,1,455,1,272,5,5
En Couple,68,1,980,1,306,5,5
Célibataire,49,1,1280,1,75,5,5
En Couple,52,1,425,1,507,5,5
Célibataire,40,1,181,1,135,5,5
En Couple,58,1,400,1,245,5,5
En Couple,66,1,1357,1,306,5,5
En Couple,32,1,543,1,75,5,5
Célibataire,34,1,524,1,115,5,5
En Couple,29,1,518,1,272,5,5
En Couple,20,1,989,1,197,5,5
En Couple,46,1,1235,1,197,5,5
Seule,40,1,450,1,272,5,5
En Couple,74,1,197,1,245,5,5
En Couple,70,1,435,1,55,5,3
En Couple,75,1,915,1,150,5,5
En Couple,56,1,1229,1,75,5,5
En Couple,63,1,1044,1,306,5,5
En Couple,33,1,553,1,75,5,5
Célibataire,31,1,196,1,150,5,5
En Couple,55,1,809,1,507,5,5
En Couple,76,1,740,1,306,5,5
En Couple,46,1,221,1,245,5,5
En Couple,18,1,923,1,197,5,5
En Couple,43,1,161,1,125,5,5
En Couple,23,1,869,1,75,5,5
Célibataire,63,1,585,1,136,5,5
Célibataire,41,1,182,1,75,5,5
Célibataire,27,1,1105,1,75,5,5
En Couple,57,1,438,1,197,5,5
En Couple,34,1,1337,1,507,5,5
En Couple,71,1,190,1,193,5,5
Seule,69,1,748,1,150,5,5
Célibataire,35,1,527,1,75,5,5
Seule,56,1,551,1,197,5,5
Seule,18,1,1294,1,197,5,5
En Couple,26,1,972,1,75,5,5
En Couple,27,1,553,1,245,5,5
Célibataire,32,1,237,1,90,5,3
En Couple,22,1,413,1,507,5,5
En Couple,36,1,472,1,245,5,5
En Couple,63,1,185,1,193,5,5
En Couple,75,1,416,1,306,5,5
Célibataire,25,1,164,1,75,5,5
En Couple,64,1,595,1,306,5,5
En Couple,35,1,205,1,200,5,5
Célibataire,23,1,1210,1,75,5,5
En Couple,45,1,824,1,507,5,5
En Couple,42,1,226,1,193,5,5
Célibataire,45,1,922,1,115,5,5
En Couple,48,1,472,1,170,5,5
En Couple,57,1,201,1,200,5,5
En Couple,84,1,233,1,125,5,5
Seule,72,1,592,1,150,5,5
En Couple,46,1,562,1,507,5,5
En Couple,26,1,742,1,507,5,5
Marié(e),80,1,828,1,306,5,5
Célibataire,33,1,213,1,90,5,5
En Couple,62,1,217,1,170,5,5
En Couple,26,1,431,1,170,5,5
En Couple,26,1,1172,1,507,5,5
En Couple,81,1,574,1,306,5,5
Célibataire,25,1,202,1,115,5,5
En Couple,48,1,811,1,507,5,5
Célibataire,41,1,425,1,150,5,5
En Couple,21,1,223,1,200,5,5
En Couple,63,1,521,1,306,5,5
Seule,72,1,413,1,306,5,5
En Couple,61,1,749,1,306,5,5
En Couple,55,1,158,1,272,5,5
Célibataire,27,1,718,1,75,5,5
En Couple,21,1,519,1,147,5,5
En Couple,58,1,832,1,507,5,5
Célibataire,50,1,214,1,90,5,5
Seule,33,1,443,1,272,5,5
En Couple,59,1,1013,1,507,5,5
Célibataire,53,1,196,1,65,5,5
En Couple,77,1,589,1,150,5,5
Seule,18,1,202,1,102,5,5
En Couple,21,1,596,1,507,5,5
Seule,26,1,1064,1,197,5,5
En Couple,24,1,1176,1,197,5,5
Célibataire,40,1,552,1,55,5,3
En Couple,42,1,498,1,197,5,5
En Couple,23,1,496,1,507,5,5
Célibataire,23,1,244,1,135,5,5
En Couple,40,1,591,1,75,5,5
Célibataire,27,1,597,1,75,5,5
En Couple,29,1,580,1,125,5,5
En Couple,33,1,586,1,55,5,3
En Couple,39,1,197,1,193,5,5
En Couple,47,1,557,1,272,5,5
En Couple,57,1,1053,1,507,5,5
En Couple,59,1,800,1,197,5,5
En Couple,50,1,177,1,147,5,5
En Couple,70,1,1086,1,150,5,5
Célibataire,55,1,509,1,75,5,5
Célibataire,82,1,165,1,58,5,3
En Couple,55,1,432,1,245,5,5
En Couple,82,1,1008,1,75,5,5
Célibataire,32,1,528,1,115,5,5
Seule,82,1,1051,1,150,5,5
En Couple,31,1,408,1,55,5,3
Célibataire,31,1,1023,1,75,5,5
Seule,21,1,903,1,197,5,5
En Couple,76,1,481,1,306,5,5
Célibataire,39,1,460,1,150,5,5
En Couple,75,1,493,1,306,5,5
Célibataire,29,1,453,1,75,5,5
Seule,78,1,590,1,150,5,5
En Couple,44,1,518,1,147,5,5
Célibataire,39,1,523,1,55,5,3
Célibataire,31,1,182,1,115,5,5
En Couple,27,1,246,1,245,5,5
En Couple,38,1,415,1,125,5,5
Célibataire,40,1,552,1,75,5,5
En Couple,56,1,487,1,125,5,5
Célibataire,22,1,560,1,75,5,5
En Couple,19,1,818,1,507,5,5
En Couple,21,1,434,1,507,5,5
Célibataire,25,1,1,1,75,5,5
En Couple,45,1,403,1,507,5,5
Célibataire,45,1,438,1,75,5,5
Célibataire,39,1,583,1,55,5,3
En Couple,18,1,799,1,507,5,5
En Couple,62,1,417,1,75,5,5
En Couple,70,1,494,1,306,5,5
En Couple,37,1,512,1,197,5,5
En Couple,35,1,438,1,507,5,5
Seule,23,1,203,1,125,5,5
En Couple,41,1,537,1,272,5,5
En Couple,37,1,1325,1,507,5,5
En Couple,54,1,1301,1,507,5,5
En Couple,18,1,193,1,58,5,3
En Couple,58,1,1207,1,197,5,5
En Couple,34,1,457,1,245,5,5
En Couple,75,1,494,1,306,5,5
En Couple,23,1,225,1,125,5,5
En Couple,27,1,1212,1,507,5,5
Célibataire,83,1,746,1,75,5,5
En Couple,48,1,563,1,170,5,5
Célibataire,30,1,561,1,55,5,3
En Couple,20,1,207,1,193,5,5
Célibataire,32,1,454,1,55,5,3
Seule,31,1,513,1,170,5,5
En Couple,37,1,441,1,272,5,5
En Couple,27,1,453,1,507,5,5
Célibataire,55,1,1135,1,75,5,5
Marié(e),41,1,534,1,197,5,5
En Couple,19,1,481,1,272,5,5
En Couple,55,1,953,1,75,5,5
Célibataire,35,1,587,1,75,5,5
En Couple,76,1,242,1,200,5,5
En Couple,84,1,826,1,306,5,5
Célibataire,30,1,441,1,75,5,5
Célibataire,67,1,538,1,136,5,5
En Couple,76,1,459,1,306,5,5
Célibataire,31,1,425,1,55,5,3
Célibataire,41,1,480,1,150,5,5
Célibataire,67,1,595,1,75,5,5
En Couple,46,1,199,1,272,5,5
En Couple,18,1,204,1,200,5,5
En Couple,38,1,468,1,115,5,5
Célibataire,26,1,530,1,150,5,5
Seule,53,1,415,1,125,5,5
En Couple,22,1,586,1,125,5,5
Célibataire,58,1,470,1,55,5,3
En Couple,42,1,582,1,272,5,5
En Couple,26,1,567,1,245,5,5
Célibataire,53,1,206,1,65,5,5
En Couple,37,1,474,1,245,5,5
En Couple,20,1,762,1,507,5,5
En Couple,38,1,560,1,125,5,5
En Couple,56,1,1131,1,507,5,5
En Couple,30,1,433,1,55,5,3
En Couple,31,1,511,1,170,5,5
En Couple,80,1,508,1,55,5,3
En Couple,39,1,403,1,272,5,5
En Couple,30,1,572,1,170,5,5
Célibataire,83,1,597,1,136,5,5
Célibataire,24,1,426,1,55,5,3
En Couple,22,1,178,1,245,5,5
Célibataire,50,1,1351,1,75,5,5
En Couple,20,1,420,1,245,5,5
Célibataire,46,1,599,1,75,5,5
En Couple,58,1,1153,1,507,5,5
En Couple,29,1,530,1,147,5,5
En Couple,50,1,401,1,272,5,5
En Couple,83,1,1072,1,150,5,5
Seul,42,1,1365,1,75,5,5
En Couple,55,1,455,1,245,5,5
En Couple,64,1,568,1,306,5,5
En Couple,77,1,405,1,306,5,5
En Couple,21,1,228,1,125,5,5
En Couple,25,1,718,1,507,5,5
En Couple,39,1,483,1,272,5,5
En Couple,51,1,411,1,272,5,5
Célibataire,75,1,813,1,75,5,5
En Couple,33,1,449,1,170,5,5
En Couple,20,1,1393,1,197,5,5
En Couple,63,1,1286,1,306,5,5
Célibataire,41,1,401,1,75,5,5
En Couple,28,1,592,1,507,5,5
En Couple,19,1,582,1,75,5,5
Célibataire,77,1,488,1,136,5,5
En Couple,24,1,413,1,125,5,5
En Couple,60,1,235,1,272,5,5
En Couple,55,1,1346,1,507,5,5
En Couple,63,1,468,1,150,5,5
En Couple,28,1,411,1,75,5,5
En Couple,42,1,205,1,272,5,5
Célibataire,31,1,545,1,75,5,5
En Couple,78,1,526,1,150,5,5
En Couple,47,1,427,1,272,5,5
En Couple,70,1,556,1,75,5,5
Célibataire,55,1,528,1,150,5,5
En Couple,25,1,988,1,507,5,5
En Couple,37,1,407,1,507,5,5
En Couple,74,1,1367,1,306,5,5
En Couple,46,1,1356,1,75,5,5
Célibataire,25,1,412,1,150,5,5
Célibataire,42,1,550,1,150,5,5
Célibataire,72,1,1302,1,136,5,5
En Couple,79,1,1345,1,306,5,5
Célibataire,43,1,571,1,135,5,5
En Couple,51,1,1277,1,507,5,5
En Couple,49,1,400,1,170,5,5
En Couple,51,1,444,1,170,5,5
En Couple,62,1,1148,1,306,5,5
Célibataire,25,1,1383,1,115,5,5
En Couple,45,1,456,1,507,5,5
Célibataire,75,1,1378,1,75,5,5
En Couple,35,1,464,1,170,5,5
Célibataire,68,1,211,1,110,5,5
En Couple,39,1,1050,1,507,5,5
En Couple,82,1,538,1,150,5,5
Célibataire,21,1,596,1,135,5,5
Seule,48,1,194,1,245,5,5
En Couple,20,1,511,1,507,5,5
En Couple,33,1,411,1,75,5,5
0,32,1,460,1,507,5,5
En Couple,40,1,451,1,197,5,5
Seule,21,1,865,1,507,5,5
En Couple,71,1,198,1,272,5,5
Seule,39,1,834,1,507,5,5
En Couple,54,1,583,1,507,5,5
Célibataire,49,1,919,1,75,5,5
Célibataire,45,1,238,1,115,5,5
En Couple,80,1,410,1,306,5,5
Célibataire,40,1,512,1,55,5,3
Célibataire,77,1,1139,1,75,5,5
Célibataire,19,1,584,1,75,5,5
En Couple,62,1,597,1,306,5,5
En Couple,76,1,1233,1,150,5,5
En Couple,48,1,441,1,507,5,5
En Couple,51,1,529,1,147,5,5
En Couple,72,1,999,1,306,5,5
Célibataire,30,1,1010,1,75,5,5
En Couple,21,1,1262,1,507,5,5
Célibataire,55,1,444,1,75,5,5
En Couple,75,1,939,1,306,5,5
En Couple,63,1,476,1,306,5,5
En Couple,67,1,521,1,306,5,5
En Couple,68,1,230,1,58,5,3
Célibataire,40,1,201,1,90,5,5
En Couple,72,1,1359,1,150,5,5
En Couple,71,1,452,1,306,5,5
Célibataire,28,1,192,1,135,5,5
Seule,72,1,585,1,150,5,5
En Couple,24,1,187,1,75,5,5
En Couple,74,1,579,1,306,5,5
En Couple,23,1,457,1,507,5,5
En Couple,37,1,400,1,125,5,5
En Couple,69,1,506,1,306,5,5
Seule,58,1,996,1,197,5,5
Célibataire,79,1,1320,1,136,5,5
En Couple,50,1,866,1,75,5,5
En Couple,39,1,1386,1,197,5,5
Célibataire,52,1,1282,1,75,5,5
Célibataire,42,1,858,1,75,5,5
Célibataire,48,1,202,1,90,5,5
En Couple,84,1,216,1,147,5,5
En Couple,20,1,976,1,197,5,5
En Couple,52,1,1316,1,507,5,5
